user_id,property_id,tags
U012,P016,"Family-Friendly, Spacious, Good Locality, Budget-Friendly, Investment Potential, Near Public Transport"
U020,P004,"Spacious, Investment Potential"
U019,P010,"Near Public Transport, Family-Friendly, Budget-Friendly, Good Locality, Investment Potential, Spacious"
U013,P016,"Good Locality, Spacious"
U009,P004,"Investment Potential, Near Public Transport, Budget-Friendly, Family-Friendly"
U003,P016,"Budget-Friendly, Investment Potential, Near Public Transport, Good Locality, Spacious"
U003,P008,"Family-Friendly, Good Locality"
U018,P005,"Budget-Friendly, Good Locality, Near Public Transport, Investment Potential"
U010,P001,"Investment Potential, Family-Friendly, Near Public Transport"
U006,P007,"Investment Potential, Budget-Friendly, Spacious, Near Public Transport, Family-Friendly"
U010,P015,"Spacious, Investment Potential, Good Locality"
U018,P002,"Near Public Transport, Family-Friendly, Investment Potential, Good Locality, Spacious, Budget-Friendly"
U017,P003,"Good Locality, Family-Friendly, Investment Potential, Budget-Friendly, Spacious"
U014,P002,"Good Locality, Investment Potential, Near Public Transport"
U009,P020,"Spacious, Good Locality"
U005,P004,"Good Locality, Near Public Transport"
U007,P006,"Good Locality, Family-Friendly, Investment Potential, Budget-Friendly"
U001,P003,"Family-Friendly, Good Locality, Budget-Friendly"
U016,P010,"Investment Potential, Good Locality, Spacious, Family-Friendly, Near Public Transport, Budget-Friendly"
U001,P014,"Near Public Transport, Spacious, Investment Potential, Budget-Friendly"
U005,P007,"Budget-Friendly, Spacious, Family-Friendly, Good Locality"
U015,P010,"Good Locality, Spacious, Budget-Friendly"
U020,P011,"Spacious, Near Public Transport, Investment Potential"
U007,P002,"Good Locality, Budget-Friendly"
U016,P009,"Spacious, Investment Potential"
U013,P020,Good Locality
U005,P004,"Investment Potential, Budget-Friendly"
U010,P018,"Investment Potential, Family-Friendly, Budget-Friendly, Good Locality"
U012,P016,Investment Potential
U002,P018,"Near Public Transport, Family-Friendly, Budget-Friendly, Spacious"
U009,P019,"Family-Friendly, Investment Potential, Spacious, Near Public Transport"
U014,P004,Family-Friendly
U011,P004,"Family-Friendly, Investment Potential, Good Locality, Budget-Friendly, Spacious"
U001,P016,"Family-Friendly, Good Locality, Budget-Friendly, Investment Potential, Spacious"
U011,P011,Good Locality
U011,P018,"Near Public Transport, Budget-Friendly, Spacious, Family-Friendly, Investment Potential"
U014,P002,"Good Locality, Investment Potential, Budget-Friendly"
U009,P006,"Near Public Transport, Investment Potential, Budget-Friendly"
U018,P011,"Family-Friendly, Investment Potential"
U019,P005,Investment Potential
U002,P013,"Near Public Transport, Budget-Friendly, Investment Potential, Spacious"
U006,P016,"Budget-Friendly, Good Locality, Investment Potential"
U005,P020,"Spacious, Investment Potential, Family-Friendly, Good Locality"
U003,P002,Spacious
U001,P012,"Spacious, Budget-Friendly, Good Locality, Near Public Transport"
U013,P018,"Investment Potential, Near Public Transport, Budget-Friendly, Family-Friendly"
U007,P015,"Family-Friendly, Budget-Friendly, Near Public Transport, Good Locality, Spacious, Investment Potential"
U009,P017,Investment Potential
U016,P002,"Investment Potential, Family-Friendly, Budget-Friendly, Good Locality, Spacious"
U012,P016,Near Public Transport
U001,P008,"Family-Friendly, Good Locality, Budget-Friendly, Spacious, Near Public Transport, Investment Potential"
U002,P017,"Good Locality, Budget-Friendly, Family-Friendly, Near Public Transport, Spacious"
U019,P017,"Spacious, Good Locality, Investment Potential"
U002,P014,"Good Locality, Investment Potential, Near Public Transport"
U001,P005,"Budget-Friendly, Investment Potential, Family-Friendly, Spacious"
U007,P012,Budget-Friendly
U017,P017,"Family-Friendly, Budget-Friendly, Investment Potential"
U016,P011,"Budget-Friendly, Family-Friendly, Near Public Transport, Spacious, Good Locality"
U005,P001,"Investment Potential, Near Public Transport, Spacious, Family-Friendly, Good Locality"
U006,P014,"Good Locality, Family-Friendly, Near Public Transport, Spacious, Investment Potential, Budget-Friendly"
U012,P009,"Near Public Transport, Investment Potential, Budget-Friendly"
U003,P015,Near Public Transport
U003,P019,Investment Potential
U003,P003,"Family-Friendly, Good Locality"
U011,P018,"Good Locality, Near Public Transport"
U009,P008,"Investment Potential, Good Locality, Spacious"
U005,P009,"Budget-Friendly, Spacious, Near Public Transport"
U020,P014,"Spacious, Investment Potential, Good Locality, Near Public Transport, Budget-Friendly, Family-Friendly"
U011,P003,"Family-Friendly, Near Public Transport"
U010,P007,"Budget-Friendly, Investment Potential, Near Public Transport, Family-Friendly"
U006,P019,"Investment Potential, Family-Friendly, Budget-Friendly, Good Locality, Near Public Transport"
U017,P001,"Good Locality, Spacious, Family-Friendly"
U001,P008,"Investment Potential, Budget-Friendly, Family-Friendly, Good Locality, Spacious, Near Public Transport"
U004,P019,"Budget-Friendly, Spacious, Investment Potential, Good Locality"
U006,P011,"Spacious, Family-Friendly, Good Locality, Near Public Transport"
U014,P011,Good Locality
U013,P012,"Spacious, Budget-Friendly, Family-Friendly"
U016,P011,"Spacious, Budget-Friendly, Good Locality"
U014,P006,"Budget-Friendly, Spacious, Investment Potential, Near Public Transport, Family-Friendly"
U004,P002,Near Public Transport
U004,P019,"Good Locality, Near Public Transport, Family-Friendly"
U013,P007,"Spacious, Investment Potential, Near Public Transport, Family-Friendly"
U008,P019,Investment Potential
U017,P018,"Investment Potential, Near Public Transport"
U019,P014,Good Locality
U015,P019,"Good Locality, Near Public Transport, Investment Potential, Spacious"
U007,P017,"Investment Potential, Good Locality, Spacious, Budget-Friendly"
U020,P006,"Investment Potential, Family-Friendly, Near Public Transport"
U005,P011,"Spacious, Budget-Friendly, Good Locality, Near Public Transport, Family-Friendly"
U001,P009,Family-Friendly
U012,P005,"Spacious, Budget-Friendly"
U018,P020,"Investment Potential, Budget-Friendly, Spacious"
U012,P020,"Spacious, Near Public Transport, Good Locality, Family-Friendly"
U009,P011,"Budget-Friendly, Near Public Transport, Family-Friendly, Spacious"
U004,P020,Investment Potential
U006,P007,"Investment Potential, Good Locality, Spacious, Family-Friendly"
U013,P016,"Family-Friendly, Spacious"
U004,P011,"Budget-Friendly, Family-Friendly, Investment Potential"
U010,P015,Spacious
U010,P010,"Family-Friendly, Near Public Transport, Budget-Friendly, Spacious, Investment Potential, Good Locality"
U011,P002,Near Public Transport
U013,P014,"Good Locality, Investment Potential, Family-Friendly, Budget-Friendly, Spacious, Near Public Transport"
U012,P016,Budget-Friendly
U012,P009,"Family-Friendly, Good Locality, Spacious, Budget-Friendly"
U014,P019,"Spacious, Investment Potential"
U013,P020,Investment Potential
U012,P012,Family-Friendly
U006,P016,Good Locality
U004,P018,Good Locality
U003,P012,"Budget-Friendly, Investment Potential, Spacious, Good Locality"
U003,P019,Family-Friendly
U006,P004,"Spacious, Good Locality, Family-Friendly, Near Public Transport"
U015,P014,Investment Potential
U013,P001,"Family-Friendly, Good Locality, Spacious, Investment Potential, Near Public Transport"
U018,P019,"Budget-Friendly, Good Locality, Near Public Transport"
U012,P007,"Investment Potential, Family-Friendly"
U008,P017,"Family-Friendly, Investment Potential, Near Public Transport, Good Locality, Budget-Friendly, Spacious"
U005,P020,"Family-Friendly, Near Public Transport, Spacious, Investment Potential"
U010,P018,"Near Public Transport, Spacious, Good Locality, Investment Potential, Family-Friendly"
U018,P008,"Good Locality, Investment Potential"
U015,P007,Good Locality
U004,P003,"Good Locality, Near Public Transport, Investment Potential, Family-Friendly, Budget-Friendly"
U009,P015,"Investment Potential, Good Locality, Budget-Friendly, Near Public Transport, Spacious"
U010,P005,"Good Locality, Budget-Friendly, Family-Friendly, Near Public Transport, Investment Potential, Spacious"
U018,P005,"Family-Friendly, Spacious, Budget-Friendly, Near Public Transport, Investment Potential"
U001,P013,"Family-Friendly, Good Locality, Spacious"
U016,P007,"Investment Potential, Family-Friendly, Near Public Transport, Good Locality, Budget-Friendly"
U012,P020,"Near Public Transport, Spacious, Investment Potential, Good Locality, Budget-Friendly, Family-Friendly"
U014,P007,"Investment Potential, Family-Friendly"
U020,P016,"Good Locality, Family-Friendly, Spacious"
U001,P011,"Near Public Transport, Spacious, Budget-Friendly, Family-Friendly, Good Locality, Investment Potential"
U008,P004,"Family-Friendly, Budget-Friendly"
U008,P009,Spacious
U003,P003,"Spacious, Family-Friendly, Near Public Transport, Budget-Friendly, Good Locality, Investment Potential"
U005,P001,"Good Locality, Investment Potential, Family-Friendly, Near Public Transport"
U002,P014,"Good Locality, Spacious"
U014,P012,"Near Public Transport, Spacious, Investment Potential, Budget-Friendly, Good Locality"
U013,P005,"Good Locality, Investment Potential, Spacious, Near Public Transport"
U008,P012,"Budget-Friendly, Near Public Transport"
U019,P009,"Spacious, Family-Friendly, Budget-Friendly, Investment Potential, Near Public Transport, Good Locality"
U008,P007,"Family-Friendly, Budget-Friendly, Near Public Transport"
U010,P006,"Near Public Transport, Investment Potential, Family-Friendly, Budget-Friendly, Spacious"
U003,P013,"Budget-Friendly, Spacious, Investment Potential, Near Public Transport"
U014,P015,"Investment Potential, Family-Friendly, Near Public Transport, Spacious"
U014,P014,Near Public Transport
U009,P017,"Near Public Transport, Investment Potential, Budget-Friendly, Family-Friendly, Spacious"
U016,P007,"Family-Friendly, Good Locality, Near Public Transport, Investment Potential, Budget-Friendly, Spacious"
U015,P018,"Investment Potential, Good Locality, Near Public Transport"
U012,P015,"Budget-Friendly, Spacious, Near Public Transport, Investment Potential, Good Locality, Family-Friendly"
U004,P018,Spacious
U004,P007,"Budget-Friendly, Investment Potential, Spacious, Near Public Transport, Good Locality"
U006,P006,"Budget-Friendly, Good Locality, Spacious, Family-Friendly"
U017,P002,"Family-Friendly, Good Locality, Spacious, Budget-Friendly, Investment Potential"
U020,P004,"Family-Friendly, Budget-Friendly"
U019,P014,"Spacious, Good Locality, Budget-Friendly, Investment Potential"
U020,P019,"Spacious, Near Public Transport"
U012,P001,"Budget-Friendly, Investment Potential, Near Public Transport, Good Locality, Spacious, Family-Friendly"
U017,P014,"Budget-Friendly, Good Locality, Spacious"
U013,P018,"Investment Potential, Good Locality, Budget-Friendly, Spacious, Near Public Transport"
U005,P003,"Budget-Friendly, Family-Friendly, Near Public Transport, Good Locality, Investment Potential, Spacious"
U014,P004,"Near Public Transport, Investment Potential, Good Locality, Budget-Friendly"
U003,P002,"Investment Potential, Budget-Friendly"
U012,P008,"Near Public Transport, Spacious, Budget-Friendly, Family-Friendly, Investment Potential, Good Locality"
U020,P018,Investment Potential
U016,P014,Near Public Transport
U016,P007,Good Locality
U012,P005,"Good Locality, Near Public Transport, Investment Potential, Budget-Friendly, Spacious, Family-Friendly"
U008,P011,"Near Public Transport, Spacious, Family-Friendly, Good Locality"
U016,P017,"Budget-Friendly, Family-Friendly, Spacious"
U008,P018,"Family-Friendly, Budget-Friendly, Good Locality"
U004,P012,"Good Locality, Family-Friendly, Investment Potential, Spacious"
U018,P010,"Spacious, Budget-Friendly, Near Public Transport, Investment Potential, Family-Friendly"
U017,P008,Budget-Friendly
U016,P004,Near Public Transport
U015,P014,"Good Locality, Spacious, Family-Friendly, Near Public Transport"
U013,P012,"Good Locality, Near Public Transport, Investment Potential, Spacious, Budget-Friendly, Family-Friendly"
U004,P008,Budget-Friendly
U012,P005,"Budget-Friendly, Investment Potential"
U016,P020,"Budget-Friendly, Spacious, Investment Potential, Good Locality"
U013,P001,"Investment Potential, Budget-Friendly, Good Locality, Family-Friendly"
U020,P006,"Budget-Friendly, Investment Potential, Near Public Transport"
U012,P009,Family-Friendly
U001,P002,"Investment Potential, Near Public Transport, Good Locality, Spacious, Budget-Friendly, Family-Friendly"
U004,P012,"Budget-Friendly, Good Locality, Family-Friendly, Near Public Transport, Spacious, Investment Potential"
U018,P010,"Near Public Transport, Good Locality, Family-Friendly, Budget-Friendly, Investment Potential"
U016,P001,Near Public Transport
U018,P008,"Spacious, Budget-Friendly"
U020,P018,"Investment Potential, Family-Friendly, Near Public Transport, Budget-Friendly"
U012,P003,Spacious
U020,P018,"Near Public Transport, Budget-Friendly, Family-Friendly, Spacious, Good Locality, Investment Potential"
U017,P011,"Good Locality, Near Public Transport, Spacious, Family-Friendly"
U001,P015,"Family-Friendly, Budget-Friendly"
U015,P009,Spacious
U004,P019,"Good Locality, Spacious, Budget-Friendly, Investment Potential"
U019,P012,"Family-Friendly, Good Locality, Budget-Friendly, Spacious, Investment Potential, Near Public Transport"
U018,P005,"Good Locality, Investment Potential, Budget-Friendly, Family-Friendly, Near Public Transport, Spacious"
U020,P008,"Near Public Transport, Good Locality"
U004,P020,"Good Locality, Investment Potential"
U002,P009,"Investment Potential, Budget-Friendly, Good Locality, Family-Friendly, Spacious, Near Public Transport"
U015,P018,"Near Public Transport, Investment Potential, Good Locality"
U016,P012,"Near Public Transport, Investment Potential, Good Locality, Budget-Friendly"
U001,P008,"Budget-Friendly, Near Public Transport"
U002,P009,"Good Locality, Budget-Friendly, Family-Friendly, Investment Potential, Near Public Transport"
U016,P011,"Good Locality, Investment Potential, Budget-Friendly, Spacious, Near Public Transport, Family-Friendly"
U011,P002,"Good Locality, Spacious"
U018,P008,"Investment Potential, Near Public Transport, Budget-Friendly"
U002,P017,"Budget-Friendly, Spacious"
U007,P020,"Near Public Transport, Investment Potential"
U016,P001,Budget-Friendly
U004,P019,"Investment Potential, Near Public Transport, Spacious, Good Locality, Budget-Friendly, Family-Friendly"
U002,P004,"Near Public Transport, Spacious"
U009,P006,"Spacious, Family-Friendly"
U008,P011,Near Public Transport
U014,P015,"Budget-Friendly, Investment Potential, Spacious, Near Public Transport"
U003,P005,"Budget-Friendly, Good Locality, Spacious, Near Public Transport"
U003,P002,"Investment Potential, Budget-Friendly, Family-Friendly, Near Public Transport, Spacious"
U002,P019,"Investment Potential, Spacious, Near Public Transport, Good Locality, Family-Friendly"
U017,P013,"Investment Potential, Near Public Transport, Family-Friendly, Spacious, Budget-Friendly, Good Locality"
U017,P007,"Spacious, Family-Friendly, Good Locality"
U011,P001,"Investment Potential, Budget-Friendly, Near Public Transport, Spacious"
U011,P008,"Good Locality, Budget-Friendly, Spacious"
U020,P009,"Spacious, Family-Friendly, Good Locality, Investment Potential, Budget-Friendly"
U002,P018,"Spacious, Budget-Friendly, Near Public Transport"
U015,P006,"Family-Friendly, Good Locality"
U007,P013,"Family-Friendly, Near Public Transport, Investment Potential, Spacious, Budget-Friendly, Good Locality"
U012,P005,"Budget-Friendly, Investment Potential, Family-Friendly, Spacious, Good Locality"
U005,P004,"Budget-Friendly, Near Public Transport, Good Locality, Investment Potential, Family-Friendly"
U018,P017,"Near Public Transport, Spacious"
U004,P016,"Near Public Transport, Good Locality, Investment Potential, Spacious, Budget-Friendly, Family-Friendly"
U014,P002,"Family-Friendly, Budget-Friendly, Investment Potential, Spacious, Near Public Transport, Good Locality"
U014,P002,"Budget-Friendly, Near Public Transport, Investment Potential, Family-Friendly, Spacious"
U017,P011,"Near Public Transport, Budget-Friendly"
U001,P005,"Near Public Transport, Family-Friendly, Investment Potential, Good Locality"
U020,P009,"Good Locality, Budget-Friendly, Near Public Transport, Spacious"
U012,P013,"Family-Friendly, Good Locality, Budget-Friendly, Spacious, Near Public Transport"
U006,P013,Spacious
U013,P011,Investment Potential
U013,P012,"Budget-Friendly, Family-Friendly, Near Public Transport, Investment Potential, Good Locality"
U007,P008,"Budget-Friendly, Spacious, Good Locality, Investment Potential"
U018,P020,Near Public Transport
U020,P017,"Investment Potential, Budget-Friendly, Family-Friendly"
U010,P019,"Near Public Transport, Investment Potential, Budget-Friendly"
U009,P010,Spacious
U013,P011,"Budget-Friendly, Investment Potential, Near Public Transport, Family-Friendly"
U009,P009,"Investment Potential, Budget-Friendly, Spacious"
U010,P012,"Good Locality, Family-Friendly"
U017,P010,"Near Public Transport, Budget-Friendly"
U001,P017,"Family-Friendly, Good Locality, Investment Potential, Budget-Friendly, Near Public Transport"
U015,P014,"Budget-Friendly, Near Public Transport, Investment Potential"
U013,P008,"Good Locality, Investment Potential, Spacious"
U010,P005,"Near Public Transport, Family-Friendly, Good Locality, Investment Potential"
U008,P015,"Budget-Friendly, Near Public Transport, Family-Friendly, Good Locality"
U010,P009,Near Public Transport
U007,P015,"Spacious, Investment Potential, Budget-Friendly, Family-Friendly"
U016,P017,"Near Public Transport, Good Locality, Investment Potential, Family-Friendly"
U018,P006,"Investment Potential, Spacious, Good Locality, Budget-Friendly, Near Public Transport"
U002,P010,"Family-Friendly, Near Public Transport, Spacious, Good Locality"
U018,P005,"Investment Potential, Good Locality, Spacious"
U020,P013,"Investment Potential, Budget-Friendly, Family-Friendly"
U016,P001,"Investment Potential, Spacious, Budget-Friendly, Near Public Transport, Good Locality, Family-Friendly"
U006,P003,"Investment Potential, Near Public Transport, Family-Friendly"
U013,P012,"Family-Friendly, Spacious, Budget-Friendly"
U018,P005,Good Locality
U002,P017,Near Public Transport
U013,P002,Near Public Transport
U003,P007,"Budget-Friendly, Family-Friendly, Investment Potential, Near Public Transport"
U001,P001,"Investment Potential, Spacious, Near Public Transport"
U004,P013,"Investment Potential, Budget-Friendly"
U005,P001,"Near Public Transport, Investment Potential"
U016,P003,Near Public Transport
U009,P017,"Family-Friendly, Spacious, Budget-Friendly, Good Locality"
U010,P011,"Near Public Transport, Investment Potential"
U007,P003,"Budget-Friendly, Good Locality"
U019,P013,"Family-Friendly, Investment Potential, Spacious, Near Public Transport"
U010,P018,"Spacious, Investment Potential"
U015,P018,Near Public Transport
U010,P005,"Good Locality, Investment Potential, Spacious, Near Public Transport, Budget-Friendly"
U003,P018,"Spacious, Family-Friendly, Good Locality, Near Public Transport"
U014,P013,"Near Public Transport, Good Locality, Budget-Friendly, Investment Potential, Family-Friendly, Spacious"
U007,P016,"Near Public Transport, Spacious, Investment Potential, Family-Friendly"
U016,P002,"Investment Potential, Budget-Friendly"
U001,P006,"Family-Friendly, Good Locality, Investment Potential, Spacious, Near Public Transport"
U007,P019,"Investment Potential, Family-Friendly, Spacious"
U006,P018,"Investment Potential, Near Public Transport, Spacious, Budget-Friendly, Family-Friendly"
U015,P019,"Near Public Transport, Investment Potential, Spacious"
U015,P007,"Investment Potential, Family-Friendly, Spacious"
U009,P002,"Good Locality, Investment Potential, Budget-Friendly, Spacious, Family-Friendly, Near Public Transport"
U017,P014,"Near Public Transport, Investment Potential, Family-Friendly, Budget-Friendly, Spacious"
U015,P002,"Family-Friendly, Spacious, Near Public Transport"
U018,P003,"Budget-Friendly, Near Public Transport"
U008,P013,"Near Public Transport, Family-Friendly, Good Locality, Budget-Friendly, Spacious, Investment Potential"
U004,P005,Near Public Transport
U010,P006,"Spacious, Good Locality, Family-Friendly, Budget-Friendly, Near Public Transport, Investment Potential"
U007,P017,"Budget-Friendly, Investment Potential, Good Locality, Family-Friendly"
U004,P008,"Near Public Transport, Investment Potential, Family-Friendly, Good Locality, Budget-Friendly, Spacious"
U008,P006,Family-Friendly
U014,P003,"Budget-Friendly, Family-Friendly, Near Public Transport"
U006,P001,"Investment Potential, Spacious, Budget-Friendly, Family-Friendly, Near Public Transport"
U020,P015,Good Locality
U013,P008,"Spacious, Investment Potential, Family-Friendly"
U001,P005,"Family-Friendly, Budget-Friendly, Spacious, Near Public Transport"
U013,P020,"Good Locality, Spacious, Budget-Friendly, Family-Friendly, Investment Potential"
U012,P018,"Spacious, Good Locality, Near Public Transport, Investment Potential, Family-Friendly, Budget-Friendly"
U004,P005,"Budget-Friendly, Near Public Transport, Family-Friendly"
U009,P016,"Near Public Transport, Good Locality, Budget-Friendly"
U017,P002,"Budget-Friendly, Investment Potential, Near Public Transport, Spacious, Good Locality, Family-Friendly"
U016,P007,"Near Public Transport, Budget-Friendly"
U008,P003,"Spacious, Near Public Transport"
U009,P008,Budget-Friendly
U002,P003,"Investment Potential, Good Locality, Family-Friendly"
U010,P010,"Family-Friendly, Spacious"
U020,P004,"Near Public Transport, Spacious, Family-Friendly, Budget-Friendly, Investment Potential"
U013,P012,"Near Public Transport, Good Locality, Family-Friendly, Budget-Friendly, Spacious"
U015,P008,"Near Public Transport, Budget-Friendly, Spacious, Good Locality"
U015,P017,"Near Public Transport, Investment Potential, Budget-Friendly"
U004,P014,"Investment Potential, Spacious, Near Public Transport, Budget-Friendly, Good Locality, Family-Friendly"
U011,P002,"Family-Friendly, Budget-Friendly, Spacious, Near Public Transport, Good Locality"
U015,P008,"Near Public Transport, Spacious, Good Locality, Investment Potential, Budget-Friendly, Family-Friendly"
U020,P008,"Investment Potential, Spacious, Good Locality, Family-Friendly, Budget-Friendly"
U008,P010,"Family-Friendly, Near Public Transport, Good Locality"
U010,P009,"Family-Friendly, Near Public Transport"
U016,P008,"Family-Friendly, Budget-Friendly, Investment Potential, Near Public Transport, Good Locality, Spacious"
U017,P005,"Budget-Friendly, Good Locality"
U019,P007,"Near Public Transport, Good Locality, Budget-Friendly, Spacious"
U011,P003,"Spacious, Good Locality, Family-Friendly, Budget-Friendly"
U017,P006,"Budget-Friendly, Near Public Transport, Good Locality, Spacious"
U011,P013,Spacious
U018,P016,"Near Public Transport, Investment Potential, Budget-Friendly, Family-Friendly, Spacious, Good Locality"
U005,P001,"Family-Friendly, Investment Potential, Budget-Friendly, Good Locality, Spacious"
U009,P014,Budget-Friendly
U010,P017,"Spacious, Investment Potential"
U017,P008,"Budget-Friendly, Investment Potential, Spacious, Near Public Transport, Family-Friendly"
U011,P003,"Good Locality, Near Public Transport"
U014,P015,"Spacious, Good Locality, Family-Friendly, Near Public Transport"
U005,P016,"Investment Potential, Budget-Friendly, Near Public Transport, Good Locality, Spacious, Family-Friendly"
U020,P013,"Investment Potential, Budget-Friendly, Spacious, Good Locality, Family-Friendly, Near Public Transport"
U008,P005,"Near Public Transport, Family-Friendly, Spacious, Budget-Friendly, Good Locality, Investment Potential"
U007,P010,"Investment Potential, Good Locality, Budget-Friendly"
U001,P006,"Family-Friendly, Good Locality, Near Public Transport, Investment Potential, Spacious, Budget-Friendly"
U004,P002,Near Public Transport
U008,P016,"Family-Friendly, Investment Potential, Budget-Friendly, Spacious, Good Locality, Near Public Transport"
U018,P018,"Family-Friendly, Near Public Transport, Spacious, Budget-Friendly"
U007,P009,"Budget-Friendly, Family-Friendly, Near Public Transport"
U018,P007,"Investment Potential, Spacious, Budget-Friendly, Near Public Transport, Good Locality"
U005,P008,"Family-Friendly, Near Public Transport"
U008,P019,"Spacious, Investment Potential, Budget-Friendly"
U017,P020,"Budget-Friendly, Near Public Transport, Good Locality, Spacious, Family-Friendly"
U015,P015,Investment Potential
U011,P003,Good Locality
U010,P014,"Good Locality, Investment Potential, Budget-Friendly, Near Public Transport, Spacious"
U006,P020,"Near Public Transport, Budget-Friendly, Family-Friendly, Spacious, Investment Potential"
U013,P005,"Family-Friendly, Good Locality, Investment Potential, Budget-Friendly, Spacious, Near Public Transport"
U016,P019,Budget-Friendly
U004,P009,"Spacious, Family-Friendly, Near Public Transport, Good Locality, Investment Potential, Budget-Friendly"
U007,P018,"Spacious, Good Locality, Family-Friendly, Budget-Friendly, Investment Potential"
U011,P001,"Good Locality, Spacious, Budget-Friendly, Family-Friendly, Investment Potential"
U010,P014,Family-Friendly
U008,P019,"Good Locality, Budget-Friendly, Near Public Transport"
U002,P006,"Good Locality, Family-Friendly"
U010,P015,"Budget-Friendly, Spacious, Investment Potential, Family-Friendly"
U009,P015,"Spacious, Near Public Transport, Budget-Friendly, Good Locality, Family-Friendly"
U006,P003,"Good Locality, Investment Potential, Spacious, Family-Friendly, Budget-Friendly"
U020,P002,"Near Public Transport, Family-Friendly"
U015,P008,"Family-Friendly, Good Locality, Spacious, Budget-Friendly"
U006,P014,"Investment Potential, Spacious, Good Locality"
U018,P020,Budget-Friendly
U010,P019,"Good Locality, Budget-Friendly, Near Public Transport"
U006,P016,"Family-Friendly, Spacious, Good Locality"
U004,P013,Investment Potential
U010,P005,Budget-Friendly
U003,P003,"Investment Potential, Budget-Friendly, Near Public Transport"
U001,P020,"Family-Friendly, Budget-Friendly, Investment Potential, Near Public Transport, Good Locality, Spacious"
U005,P004,Spacious
U015,P005,"Family-Friendly, Investment Potential"
U020,P004,"Investment Potential, Budget-Friendly, Near Public Transport"
U005,P001,Spacious
U003,P017,"Near Public Transport, Family-Friendly, Spacious, Budget-Friendly, Investment Potential, Good Locality"
U008,P008,"Budget-Friendly, Investment Potential"
U020,P018,"Budget-Friendly, Spacious"
U015,P003,"Budget-Friendly, Good Locality, Investment Potential, Near Public Transport"
U018,P016,"Investment Potential, Good Locality, Near Public Transport"
U012,P006,"Investment Potential, Spacious, Budget-Friendly, Near Public Transport, Good Locality"
U016,P011,"Family-Friendly, Good Locality, Near Public Transport, Budget-Friendly, Spacious, Investment Potential"
U020,P009,"Family-Friendly, Near Public Transport, Spacious, Budget-Friendly"
U012,P009,"Spacious, Family-Friendly, Good Locality, Budget-Friendly, Near Public Transport, Investment Potential"
U010,P005,Investment Potential
U008,P003,"Good Locality, Family-Friendly, Spacious, Investment Potential, Near Public Transport, Budget-Friendly"
U015,P018,"Near Public Transport, Budget-Friendly, Good Locality, Spacious, Family-Friendly"
U017,P007,Spacious
U003,P013,"Good Locality, Spacious, Investment Potential, Near Public Transport, Family-Friendly, Budget-Friendly"
U003,P018,"Investment Potential, Good Locality, Near Public Transport, Spacious"
U006,P018,Near Public Transport
U010,P004,"Spacious, Good Locality, Near Public Transport, Investment Potential"
U009,P009,"Good Locality, Spacious, Investment Potential"
U003,P013,"Good Locality, Family-Friendly, Spacious, Budget-Friendly, Investment Potential, Near Public Transport"
U005,P018,"Investment Potential, Budget-Friendly, Spacious, Near Public Transport, Good Locality"
U019,P019,"Family-Friendly, Good Locality, Near Public Transport"
U012,P005,"Good Locality, Investment Potential"
U007,P014,"Good Locality, Budget-Friendly, Family-Friendly, Spacious, Near Public Transport"
U012,P005,"Good Locality, Budget-Friendly, Near Public Transport, Family-Friendly, Investment Potential"
U019,P003,"Budget-Friendly, Good Locality"
U014,P018,"Investment Potential, Good Locality, Near Public Transport, Budget-Friendly, Spacious, Family-Friendly"
U009,P007,"Near Public Transport, Good Locality, Budget-Friendly, Family-Friendly, Spacious"
U007,P014,"Spacious, Near Public Transport, Investment Potential, Family-Friendly, Good Locality, Budget-Friendly"
U011,P014,"Near Public Transport, Budget-Friendly, Family-Friendly, Investment Potential, Good Locality, Spacious"
U001,P014,"Budget-Friendly, Investment Potential, Spacious, Family-Friendly"
U002,P007,Budget-Friendly
U013,P016,"Spacious, Family-Friendly, Investment Potential"
U015,P010,Budget-Friendly
U016,P018,Spacious
U010,P007,"Spacious, Good Locality, Family-Friendly, Near Public Transport"
U016,P004,"Budget-Friendly, Investment Potential, Spacious, Near Public Transport, Good Locality"
U008,P013,"Spacious, Budget-Friendly, Investment Potential, Near Public Transport, Good Locality, Family-Friendly"
U007,P019,Investment Potential
U019,P016,"Good Locality, Investment Potential, Near Public Transport"
U020,P001,"Near Public Transport, Investment Potential, Budget-Friendly, Good Locality, Family-Friendly"
U005,P005,"Near Public Transport, Family-Friendly, Investment Potential, Spacious, Good Locality"
U008,P007,"Near Public Transport, Budget-Friendly, Family-Friendly"
U004,P013,"Near Public Transport, Investment Potential"
U020,P004,"Good Locality, Investment Potential"
U003,P008,"Investment Potential, Spacious, Near Public Transport, Family-Friendly, Budget-Friendly, Good Locality"
U001,P011,"Budget-Friendly, Investment Potential, Spacious, Near Public Transport"
U002,P020,Budget-Friendly
U009,P009,Spacious
U010,P008,"Near Public Transport, Good Locality"
U014,P015,"Budget-Friendly, Near Public Transport, Investment Potential, Family-Friendly, Good Locality, Spacious"
U013,P017,"Spacious, Near Public Transport, Family-Friendly, Investment Potential, Good Locality"
U003,P009,"Good Locality, Near Public Transport, Investment Potential, Spacious, Budget-Friendly"
U003,P005,"Family-Friendly, Good Locality, Near Public Transport, Budget-Friendly"
U004,P010,"Near Public Transport, Investment Potential"
U005,P012,"Spacious, Good Locality"
