feedback_id,user_id,property_id,inspection_date,feedback_date,liking_text,disliking_text,property_condition_rating,agent_interaction_rating,overall_experience_rating
F3558,U003,P009,2024-08-05 16:31:48.294789,2024-08-06 16:31:48.294789,This property feels like a place I could call home.,The property requires too many repairs.,5,1,4
F8240,U016,P001,2024-07-25 16:31:48.294789,2024-07-31 16:31:48.294789,I appreciate the energy-efficient features of this property.,The neighborhood does not seem safe.,5,3,3
F7809,U007,P002,2024-08-08 16:31:48.294789,2024-08-15 16:31:48.294789,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,3,2,1
F3659,U005,P003,2024-07-25 16:31:48.294789,2024-07-30 16:31:48.294789,The community around the property is very friendly.,It lacks modern features and feels outdated.,5,2,5
F8184,U020,P017,2024-08-13 16:31:48.294789,2024-08-18 16:31:48.294789,This property feels like a place I could call home.,The property requires too many repairs.,2,1,2
F5886,U015,P018,2024-07-28 16:31:48.294789,2024-08-04 16:31:48.294789,This property feels like a place I could call home.,It’s too far from public transport and schools.,5,5,2
F7807,U018,P013,2024-08-13 16:31:48.294789,2024-08-19 16:31:48.294789,This property feels like a place I could call home.,The backyard is too small.,2,1,2
F1092,U017,P013,2024-07-31 16:31:48.294789,2024-08-01 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,3,3,4
F2289,U007,P006,2024-07-15 16:31:48.294789,2024-07-17 16:31:48.294789,"The property is in a great location, close to public transport and schools.",It’s too far from public transport and schools.,5,3,4
F2267,U012,P016,2024-07-30 16:31:48.294789,2024-08-01 16:31:48.294789,I appreciate the energy-efficient features of this property.,The rooms are smaller than I expected.,4,4,4
F4998,U002,P013,2024-07-25 16:31:48.294789,2024-07-27 16:31:48.294789,The community around the property is very friendly.,It’s too far from public transport and schools.,4,3,3
F7069,U001,P010,2024-07-16 16:31:48.294789,2024-07-23 16:31:48.294789,The house has a lot of potential for renovation and investment.,It lacks modern features and feels outdated.,4,4,1
F6395,U005,P004,2024-07-22 16:31:48.294789,2024-07-25 16:31:48.294789,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,1,5,5
F1071,U011,P006,2024-07-16 16:31:48.294789,2024-07-22 16:31:48.294789,I appreciate the energy-efficient features of this property.,The property requires too many repairs.,1,2,4
F4228,U019,P009,2024-07-27 16:31:48.294789,2024-07-30 16:31:48.294789,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,5,2,1
F7970,U009,P009,2024-08-10 16:31:48.294789,2024-08-13 16:31:48.294789,The price is very reasonable for the size of the property.,I don't like the layout of the property.,2,1,1
F6120,U001,P014,2024-07-22 16:31:48.294789,2024-07-24 16:31:48.294789,The price is very reasonable for the size of the property.,There are too few parking spaces available.,5,2,5
F9551,U006,P008,2024-07-17 16:31:48.294789,2024-07-18 16:31:48.294789,The price is very reasonable for the size of the property.,The rooms are smaller than I expected.,1,2,3
F4143,U008,P012,2024-07-17 16:31:48.294789,2024-07-18 16:31:48.294789,This property feels like a place I could call home.,The area is too noisy.,5,2,4
F6670,U007,P012,2024-08-10 16:31:48.294789,2024-08-17 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,4,4,3
F8635,U012,P017,2024-07-29 16:31:48.294789,2024-08-05 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,5,5,2
F1773,U004,P019,2024-08-01 16:31:48.294789,2024-08-04 16:31:48.294789,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,2,1,3
F3292,U010,P011,2024-08-05 16:31:48.294789,2024-08-11 16:31:48.294789,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,4,5,2
F8687,U016,P002,2024-07-22 16:31:48.294789,2024-07-25 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,1,2,4
F9806,U001,P004,2024-07-22 16:31:48.294789,2024-07-29 16:31:48.294789,The community around the property is very friendly.,The area is too noisy.,2,4,5
F2138,U003,P009,2024-08-08 16:31:48.294789,2024-08-12 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The rooms are smaller than I expected.,4,2,1
F8075,U018,P004,2024-07-25 16:31:48.294789,2024-08-01 16:31:48.294789,The views from the balcony are amazing.,The property is too expensive for my budget.,5,3,3
F5044,U014,P005,2024-08-13 16:31:48.294789,2024-08-16 16:31:48.294789,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,1,5
F2769,U017,P012,2024-07-19 16:31:48.294789,2024-07-22 16:31:48.294789,This property feels like a place I could call home.,The rooms are smaller than I expected.,4,3,4
F7753,U009,P008,2024-07-18 16:31:48.294789,2024-07-20 16:31:48.294789,The price is very reasonable for the size of the property.,The backyard is too small.,4,1,1
F6440,U020,P002,2024-08-07 16:31:48.294789,2024-08-09 16:31:48.294789,The price is very reasonable for the size of the property.,The backyard is too small.,3,2,1
F7566,U014,P009,2024-08-10 16:31:48.294789,2024-08-16 16:31:48.294789,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,1,5,4
F3786,U005,P010,2024-07-27 16:31:48.294789,2024-07-30 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,4,1,4
F5418,U002,P011,2024-08-03 16:31:48.294789,2024-08-05 16:31:48.294789,The views from the balcony are amazing.,It’s too far from public transport and schools.,2,3,2
F6347,U004,P020,2024-08-10 16:31:48.294789,2024-08-12 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,I don't like the layout of the property.,1,5,1
F6275,U019,P009,2024-08-10 16:31:48.294789,2024-08-13 16:31:48.294789,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,5,4,2
F4122,U016,P013,2024-08-02 16:31:48.294789,2024-08-03 16:31:48.294789,"It's close to my workplace, which is very convenient.",It lacks modern features and feels outdated.,5,2,1
F5026,U020,P006,2024-07-25 16:31:48.294789,2024-07-26 16:31:48.294789,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,4,3,5
F2903,U019,P020,2024-08-04 16:31:48.294789,2024-08-07 16:31:48.294789,"It's close to my workplace, which is very convenient.",There are too few parking spaces available.,3,2,5
F3794,U006,P012,2024-07-22 16:31:48.294789,2024-07-26 16:31:48.294789,The layout of the house is very practical.,The backyard is too small.,5,5,2
F4989,U015,P020,2024-08-12 16:31:48.294789,2024-08-16 16:31:48.294789,I loved the spacious living area and the modern kitchen.,The property is too expensive for my budget.,4,2,1
F6999,U020,P002,2024-07-15 16:31:48.294789,2024-07-19 16:31:48.294789,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,2,4,3
F9732,U018,P016,2024-07-26 16:31:48.294789,2024-07-26 16:31:48.294789,The price is very reasonable for the size of the property.,It lacks modern features and feels outdated.,5,5,3
F9478,U004,P005,2024-07-26 16:31:48.294789,2024-07-31 16:31:48.294789,The house has a lot of potential for renovation and investment.,It lacks modern features and feels outdated.,2,3,3
F3556,U007,P013,2024-07-21 16:31:48.294789,2024-07-21 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,2,3,1
F7638,U017,P017,2024-08-13 16:31:48.294789,2024-08-13 16:31:48.294789,This property feels like a place I could call home.,The neighborhood does not seem safe.,1,1,5
F6652,U004,P005,2024-07-23 16:31:48.294789,2024-07-25 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,4,4,1
F9531,U019,P015,2024-08-11 16:31:48.294789,2024-08-18 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The neighborhood does not seem safe.,3,2,1
F9347,U014,P014,2024-07-18 16:31:48.294789,2024-07-20 16:31:48.294789,The views from the balcony are amazing.,"The location is not ideal, too far from the city center.",3,4,4
F1684,U009,P015,2024-07-19 16:31:48.294789,2024-07-20 16:31:48.294789,The price is very reasonable for the size of the property.,I don't like the layout of the property.,3,3,2
F9241,U010,P008,2024-07-25 16:31:48.294789,2024-07-27 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,I’m not a fan of the interior design.,5,1,5
F9915,U004,P016,2024-07-15 16:31:48.294789,2024-07-16 16:31:48.294789,The community around the property is very friendly.,It’s too far from public transport and schools.,5,3,5
F2060,U009,P002,2024-07-25 16:31:48.294789,2024-07-25 16:31:48.294789,This property feels like a place I could call home.,"The location is not ideal, too far from the city center.",1,5,1
F7181,U002,P001,2024-07-27 16:31:48.294789,2024-07-30 16:31:48.294789,"It's close to my workplace, which is very convenient.",The backyard is too small.,2,2,1
F7911,U019,P013,2024-07-15 16:31:48.294789,2024-07-18 16:31:48.294789,This property feels like a place I could call home.,The area is too noisy.,2,4,2
F6664,U011,P009,2024-07-21 16:31:48.294789,2024-07-26 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",5,4,5
F9374,U007,P005,2024-07-26 16:31:48.294789,2024-07-31 16:31:48.294789,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,1,5,4
F4278,U014,P016,2024-08-08 16:31:48.294789,2024-08-09 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property requires too many repairs.,5,3,3
F6763,U019,P017,2024-08-07 16:31:48.294789,2024-08-07 16:31:48.294789,"It's close to my workplace, which is very convenient.",It’s too far from public transport and schools.,2,1,1
F1288,U007,P020,2024-08-04 16:31:48.294789,2024-08-09 16:31:48.294789,The layout of the house is very practical.,It lacks modern features and feels outdated.,1,1,2
F2467,U017,P019,2024-08-01 16:31:48.294789,2024-08-01 16:31:48.294789,The layout of the house is very practical.,The area is too noisy.,1,1,4
F4632,U016,P001,2024-07-27 16:31:48.294789,2024-08-03 16:31:48.294789,The price is very reasonable for the size of the property.,There are too few parking spaces available.,4,1,1
F1444,U001,P001,2024-07-20 16:31:48.294789,2024-07-26 16:31:48.294789,The layout of the house is very practical.,The property is too expensive for my budget.,5,5,3
F2035,U007,P012,2024-08-07 16:31:48.294789,2024-08-10 16:31:48.294789,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,2,3
F3579,U012,P018,2024-07-17 16:31:48.294789,2024-07-19 16:31:48.294789,The layout of the house is very practical.,The area is too noisy.,3,2,2
F2036,U006,P001,2024-07-29 16:31:48.294789,2024-08-05 16:31:48.294789,The views from the balcony are amazing.,The property requires too many repairs.,2,3,2
F3189,U014,P015,2024-08-02 16:31:48.294789,2024-08-07 16:31:48.294789,This property feels like a place I could call home.,The area is too noisy.,2,2,1
F3508,U009,P011,2024-07-28 16:31:48.294789,2024-08-01 16:31:48.294789,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,3,5,4
F9094,U017,P008,2024-07-29 16:31:48.294789,2024-07-31 16:31:48.294789,The layout of the house is very practical.,There are too few parking spaces available.,3,2,4
F9216,U011,P010,2024-08-07 16:31:48.294789,2024-08-11 16:31:48.294789,This property feels like a place I could call home.,It’s too far from public transport and schools.,5,3,4
F1511,U011,P015,2024-07-18 16:31:48.294789,2024-07-21 16:31:48.294789,The views from the balcony are amazing.,The area is too noisy.,3,1,5
F7232,U013,P015,2024-08-07 16:31:48.294789,2024-08-14 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The backyard is too small.,4,5,2
F8500,U005,P009,2024-07-23 16:31:48.294789,2024-07-29 16:31:48.294789,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,1,3,5
F9922,U002,P014,2024-07-26 16:31:48.294789,2024-07-28 16:31:48.294789,I loved the spacious living area and the modern kitchen.,I’m not a fan of the interior design.,3,2,1
F2127,U008,P013,2024-08-02 16:31:48.294789,2024-08-08 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,2,5,3
F6637,U004,P008,2024-08-06 16:31:48.294789,2024-08-10 16:31:48.294789,The views from the balcony are amazing.,It lacks modern features and feels outdated.,3,5,1
F6950,U001,P013,2024-07-29 16:31:48.294789,2024-07-29 16:31:48.294789,I appreciate the energy-efficient features of this property.,The property requires too many repairs.,2,4,5
F7065,U011,P008,2024-08-10 16:31:48.294789,2024-08-17 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,2,2,1
F2515,U020,P008,2024-08-08 16:31:48.294789,2024-08-14 16:31:48.294789,I loved the spacious living area and the modern kitchen.,The property is too expensive for my budget.,5,5,1
F9083,U007,P005,2024-07-21 16:31:48.294789,2024-07-23 16:31:48.294789,The layout of the house is very practical.,There are too few parking spaces available.,4,5,4
F8186,U012,P011,2024-07-22 16:31:48.294789,2024-07-22 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,4,4,2
F8197,U009,P016,2024-08-01 16:31:48.294789,2024-08-01 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,5,4,3
F5999,U017,P004,2024-08-06 16:31:48.294789,2024-08-06 16:31:48.294789,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,1,1,3
F9761,U015,P002,2024-08-05 16:31:48.294789,2024-08-08 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The area is too noisy.,5,4,1
F7417,U016,P012,2024-07-15 16:31:48.294789,2024-07-19 16:31:48.294789,The community around the property is very friendly.,The backyard is too small.,3,3,3
F2160,U020,P002,2024-08-02 16:31:48.294789,2024-08-06 16:31:48.294789,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,1,4,4
F8266,U003,P008,2024-07-23 16:31:48.294789,2024-07-30 16:31:48.294789,I appreciate the energy-efficient features of this property.,I’m not a fan of the interior design.,2,5,1
F3035,U002,P015,2024-07-17 16:31:48.294789,2024-07-17 16:31:48.294789,The house has a lot of potential for renovation and investment.,The area is too noisy.,4,3,2
F7889,U014,P005,2024-07-20 16:31:48.294789,2024-07-26 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The rooms are smaller than I expected.,1,3,4
F9588,U010,P010,2024-07-24 16:31:48.294789,2024-07-25 16:31:48.294789,The views from the balcony are amazing.,I don't like the layout of the property.,5,4,1
F1250,U009,P013,2024-07-25 16:31:48.294789,2024-07-27 16:31:48.294789,"It's close to my workplace, which is very convenient.",The neighborhood does not seem safe.,2,3,2
F3030,U013,P017,2024-07-29 16:31:48.294789,2024-07-31 16:31:48.294789,"It's close to my workplace, which is very convenient.",There are too few parking spaces available.,3,4,4
F9179,U003,P018,2024-07-15 16:31:48.294789,2024-07-15 16:31:48.294789,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,1,2
F1128,U007,P002,2024-08-08 16:31:48.294789,2024-08-15 16:31:48.294789,I appreciate the energy-efficient features of this property.,The backyard is too small.,2,4,4
F8272,U005,P017,2024-08-05 16:31:48.294789,2024-08-11 16:31:48.294789,The views from the balcony are amazing.,The rooms are smaller than I expected.,2,5,4
F5608,U012,P007,2024-07-26 16:31:48.294789,2024-08-02 16:31:48.294789,The views from the balcony are amazing.,I don't like the layout of the property.,3,5,1
F6632,U010,P008,2024-08-11 16:31:48.294789,2024-08-13 16:31:48.294789,I loved the spacious living area and the modern kitchen.,I’m not a fan of the interior design.,4,4,5
F7955,U004,P012,2024-08-08 16:31:48.294789,2024-08-11 16:31:48.294789,The price is very reasonable for the size of the property.,The neighborhood does not seem safe.,4,5,2
F6668,U007,P017,2024-08-08 16:31:48.294789,2024-08-13 16:31:48.294789,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,1,5,2
F8778,U003,P020,2024-08-01 16:31:48.294789,2024-08-05 16:31:48.294789,The layout of the house is very practical.,The backyard is too small.,2,1,5
F9432,U001,P016,2024-07-21 16:31:48.294789,2024-07-25 16:31:48.294789,The community around the property is very friendly.,The rooms are smaller than I expected.,4,3,3
F4124,U001,P004,2024-07-19 16:31:48.294789,2024-07-26 16:31:48.294789,The house has a lot of potential for renovation and investment.,"The location is not ideal, too far from the city center.",3,1,4
F8782,U003,P010,2024-07-18 16:31:48.294789,2024-07-21 16:31:48.294789,I loved the spacious living area and the modern kitchen.,There are too few parking spaces available.,5,5,5
F6684,U007,P005,2024-08-07 16:31:48.294789,2024-08-09 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,3,3,1
F2037,U020,P010,2024-07-17 16:31:48.294789,2024-07-20 16:31:48.294789,This property feels like a place I could call home.,I’m not a fan of the interior design.,3,5,5
F8063,U004,P008,2024-07-31 16:31:48.294789,2024-08-05 16:31:48.294789,This property feels like a place I could call home.,The property requires too many repairs.,1,3,5
F5251,U017,P018,2024-07-15 16:31:48.294789,2024-07-18 16:31:48.294789,The layout of the house is very practical.,It lacks modern features and feels outdated.,3,2,5
F1290,U009,P008,2024-08-04 16:31:48.294789,2024-08-06 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",I’m not a fan of the interior design.,4,4,5
F9802,U008,P018,2024-08-09 16:31:48.294789,2024-08-11 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The property is too expensive for my budget.,4,5,5
F7282,U009,P012,2024-08-09 16:31:48.294789,2024-08-14 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property requires too many repairs.,1,2,4
F6898,U006,P010,2024-07-29 16:31:48.294789,2024-08-01 16:31:48.294789,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,1,4,5
F2919,U005,P018,2024-08-02 16:31:48.294789,2024-08-06 16:31:48.294789,This property feels like a place I could call home.,It lacks modern features and feels outdated.,4,2,5
F6982,U004,P017,2024-07-17 16:31:48.294789,2024-07-18 16:31:48.294789,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,3,2,3
F2298,U008,P014,2024-07-17 16:31:48.294789,2024-07-18 16:31:48.294789,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,4,3,3
F5840,U001,P015,2024-07-28 16:31:48.294789,2024-07-30 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,4,1,3
F9307,U006,P015,2024-08-10 16:31:48.294789,2024-08-16 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The neighborhood does not seem safe.,3,3,3
F7108,U013,P004,2024-08-04 16:31:48.294789,2024-08-10 16:31:48.294789,The community around the property is very friendly.,"The location is not ideal, too far from the city center.",5,5,4
F6485,U020,P009,2024-07-30 16:31:48.294789,2024-08-05 16:31:48.294789,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,5,5,1
F1861,U009,P011,2024-08-13 16:31:48.294789,2024-08-14 16:31:48.294789,This property feels like a place I could call home.,I’m not a fan of the interior design.,2,1,2
F1567,U007,P003,2024-07-31 16:31:48.294789,2024-08-02 16:31:48.294789,I appreciate the energy-efficient features of this property.,"The location is not ideal, too far from the city center.",3,2,3
F7005,U004,P014,2024-08-04 16:31:48.294789,2024-08-08 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,1,3,1
F7745,U001,P010,2024-08-11 16:31:48.294789,2024-08-18 16:31:48.294789,This property feels like a place I could call home.,I don't like the layout of the property.,5,2,1
F7422,U006,P017,2024-08-05 16:31:48.294789,2024-08-09 16:31:48.294789,I loved the spacious living area and the modern kitchen.,The property requires too many repairs.,5,3,4
F9762,U016,P013,2024-07-23 16:31:48.294789,2024-07-25 16:31:48.294789,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,1,2,3
F3932,U012,P011,2024-07-26 16:31:48.294789,2024-07-29 16:31:48.294789,The views from the balcony are amazing.,The property requires too many repairs.,5,1,2
F4908,U009,P013,2024-08-02 16:31:48.294789,2024-08-06 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",I’m not a fan of the interior design.,5,3,4
F2525,U015,P018,2024-07-17 16:31:48.294789,2024-07-24 16:31:48.294789,The layout of the house is very practical.,The backyard is too small.,2,1,5
F8482,U019,P011,2024-08-01 16:31:48.294789,2024-08-08 16:31:48.294789,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,3,5,2
F4271,U014,P016,2024-07-20 16:31:48.294789,2024-07-24 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The neighborhood does not seem safe.,1,3,2
F5267,U003,P001,2024-07-18 16:31:48.294789,2024-07-24 16:31:48.294789,The views from the balcony are amazing.,The neighborhood does not seem safe.,1,3,4
F6169,U017,P003,2024-07-23 16:31:48.294789,2024-07-24 16:31:48.294789,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,2,5,4
F7716,U001,P007,2024-08-02 16:31:48.294789,2024-08-05 16:31:48.294789,The views from the balcony are amazing.,I don't like the layout of the property.,2,3,1
F9855,U005,P019,2024-07-30 16:31:48.294789,2024-08-04 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",4,4,1
F9652,U004,P017,2024-08-04 16:31:48.294789,2024-08-06 16:31:48.294789,I loved the spacious living area and the modern kitchen.,There are too few parking spaces available.,5,1,1
F6644,U019,P017,2024-07-25 16:31:48.294789,2024-07-27 16:31:48.294789,The layout of the house is very practical.,The backyard is too small.,2,4,3
F1994,U009,P009,2024-08-01 16:31:48.294789,2024-08-03 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,5,2,2
F9851,U010,P012,2024-08-01 16:31:48.294789,2024-08-02 16:31:48.294789,The community around the property is very friendly.,It lacks modern features and feels outdated.,2,5,1
F4081,U009,P019,2024-08-11 16:31:48.294789,2024-08-11 16:31:48.294789,The layout of the house is very practical.,The rooms are smaller than I expected.,1,2,1
F7022,U003,P013,2024-08-05 16:31:48.294789,2024-08-08 16:31:48.294789,The views from the balcony are amazing.,There are too few parking spaces available.,1,3,2
F9397,U005,P015,2024-07-18 16:31:48.294789,2024-07-23 16:31:48.294789,The layout of the house is very practical.,The property is too expensive for my budget.,3,2,4
F6928,U020,P015,2024-08-01 16:31:48.294789,2024-08-06 16:31:48.294789,This property feels like a place I could call home.,It’s too far from public transport and schools.,3,4,1
F7396,U007,P013,2024-08-05 16:31:48.294789,2024-08-10 16:31:48.294789,The price is very reasonable for the size of the property.,I don't like the layout of the property.,3,1,1
F1594,U004,P009,2024-07-17 16:31:48.294789,2024-07-21 16:31:48.294789,The price is very reasonable for the size of the property.,The neighborhood does not seem safe.,3,5,4
F9783,U002,P009,2024-07-28 16:31:48.294789,2024-08-02 16:31:48.294789,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,4,4,2
F3083,U007,P019,2024-07-15 16:31:48.294789,2024-07-21 16:31:48.294789,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,1,2,2
F2515,U013,P011,2024-08-01 16:31:48.294789,2024-08-06 16:31:48.294789,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,5,1,5
F9879,U001,P019,2024-08-13 16:31:48.294789,2024-08-19 16:31:48.294789,I loved the spacious living area and the modern kitchen.,It’s too far from public transport and schools.,1,4,3
F6262,U010,P020,2024-07-29 16:31:48.294789,2024-08-03 16:31:48.294789,The house has a lot of potential for renovation and investment.,The backyard is too small.,2,4,3
F9299,U007,P003,2024-08-07 16:31:48.294789,2024-08-14 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The neighborhood does not seem safe.,3,1,1
F3879,U016,P010,2024-07-19 16:31:48.294789,2024-07-19 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,There are too few parking spaces available.,3,5,4
F1443,U014,P012,2024-08-09 16:31:48.294789,2024-08-12 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The backyard is too small.,2,1,2
F9285,U014,P017,2024-08-03 16:31:48.294789,2024-08-05 16:31:48.294789,The house has a lot of potential for renovation and investment.,The neighborhood does not seem safe.,1,3,5
F1413,U017,P002,2024-08-04 16:31:48.294789,2024-08-09 16:31:48.294789,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,3,4,2
F1407,U002,P016,2024-08-02 16:31:48.294789,2024-08-03 16:31:48.294789,The community around the property is very friendly.,It’s too far from public transport and schools.,1,4,3
F8948,U013,P015,2024-08-13 16:31:48.294789,2024-08-14 16:31:48.294789,The views from the balcony are amazing.,It lacks modern features and feels outdated.,2,3,2
F8699,U006,P018,2024-08-04 16:31:48.294789,2024-08-11 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,It lacks modern features and feels outdated.,5,5,3
F7949,U017,P012,2024-08-09 16:31:48.294789,2024-08-12 16:31:48.294789,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,5,1,4
F1753,U005,P013,2024-07-21 16:31:48.294789,2024-07-21 16:31:48.294789,The layout of the house is very practical.,The neighborhood does not seem safe.,3,5,5
F1555,U020,P020,2024-08-02 16:31:48.294789,2024-08-05 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The backyard is too small.,5,1,4
F1482,U010,P001,2024-07-31 16:31:48.294789,2024-08-05 16:31:48.294789,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,4,5,1
F9084,U019,P008,2024-07-22 16:31:48.294789,2024-07-22 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,4,3,1
F1029,U018,P009,2024-07-30 16:31:48.294789,2024-08-04 16:31:48.294789,This property feels like a place I could call home.,I don't like the layout of the property.,2,5,5
F3525,U002,P014,2024-08-03 16:31:48.294789,2024-08-08 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The property is too expensive for my budget.,5,1,1
F2192,U006,P013,2024-07-16 16:31:48.294789,2024-07-16 16:31:48.294789,"The property is in a great location, close to public transport and schools.",The area is too noisy.,1,2,4
F7594,U008,P016,2024-08-05 16:31:48.294789,2024-08-12 16:31:48.294789,The layout of the house is very practical.,It lacks modern features and feels outdated.,3,2,2
F6811,U004,P005,2024-08-05 16:31:48.294789,2024-08-08 16:31:48.294789,I loved the spacious living area and the modern kitchen.,It’s too far from public transport and schools.,1,2,1
F1679,U005,P003,2024-08-04 16:31:48.294789,2024-08-04 16:31:48.294789,This property feels like a place I could call home.,It lacks modern features and feels outdated.,5,1,1
F3479,U015,P011,2024-07-22 16:31:48.294789,2024-07-27 16:31:48.294789,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,2,4,5
F4964,U013,P011,2024-08-03 16:31:48.294789,2024-08-08 16:31:48.294789,"The property is in a great location, close to public transport and schools.",It lacks modern features and feels outdated.,2,5,5
F9007,U020,P012,2024-07-27 16:31:48.294789,2024-07-29 16:31:48.294789,The layout of the house is very practical.,The area is too noisy.,5,3,4
F3457,U012,P001,2024-08-10 16:31:48.294789,2024-08-17 16:31:48.294789,This property feels like a place I could call home.,The rooms are smaller than I expected.,4,2,2
F1524,U013,P013,2024-08-10 16:31:48.294789,2024-08-15 16:31:48.294789,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,5,1,5
F2521,U009,P004,2024-07-28 16:31:48.294789,2024-07-31 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,The property requires too many repairs.,3,3,4
F2928,U011,P004,2024-07-30 16:31:48.294789,2024-08-01 16:31:48.294789,The price is very reasonable for the size of the property.,The backyard is too small.,2,1,1
F8849,U010,P002,2024-08-04 16:31:48.294789,2024-08-05 16:31:48.294789,The price is very reasonable for the size of the property.,The area is too noisy.,3,2,4
F5412,U015,P007,2024-08-06 16:31:48.294789,2024-08-12 16:31:48.294789,I like the quiet neighborhood and the fact that it has a big backyard.,I’m not a fan of the interior design.,2,1,1
F2386,U001,P012,2024-08-07 16:31:48.294789,2024-08-08 16:31:48.294789,The community around the property is very friendly.,I don't like the layout of the property.,3,5,2
F6600,U007,P001,2024-07-16 16:31:48.294789,2024-07-23 16:31:48.294789,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,1,4,2
